id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
1384,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,yes
1385,39,technician,single,secondary,no,400,yes,no,cellular,15,may,237,2,-1,0,unknown,no
1386,37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
1387,64,blue-collar,married,primary,no,1904,no,no,telephone,12,aug,67,2,-1,0,unknown,no
1388,29,management,single,tertiary,no,1351,no,no,cellular,11,mar,228,1,91,1,failure,no
1389,37,management,single,tertiary,no,688,no,no,cellular,18,aug,95,3,174,5,failure,no
1390,47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no
1391,38,technician,single,tertiary,no,378,yes,no,telephone,21,jul,184,21,-1,0,unknown,no
1392,55,management,married,secondary,no,8592,no,no,unknown,9,jun,255,1,-1,0,unknown,no
1393,47,management,single,tertiary,no,0,yes,no,cellular,19,nov,50,2,-1,0,unknown,no
1394,49,admin.,divorced,secondary,no,283,yes,no,unknown,26,may,614,2,-1,0,unknown,no
1395,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
1396,49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
1397,33,services,married,secondary,no,108,yes,no,cellular,29,jan,158,2,-1,0,unknown,no
1398,33,blue-collar,married,primary,no,392,yes,no,unknown,23,may,302,1,-1,0,unknown,no
1399,44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,yes
1400,52,blue-collar,divorced,secondary,no,306,yes,no,unknown,26,may,63,3,-1,0,unknown,no
1401,60,self-employed,single,secondary,no,312,yes,no,unknown,2,jun,210,2,-1,0,unknown,no
1402,31,services,divorced,secondary,no,-274,yes,no,unknown,26,may,283,1,-1,0,unknown,no
1403,29,student,married,unknown,no,2229,no,no,unknown,9,jul,25,1,252,1,other,no
1404,31,blue-collar,single,secondary,no,-2,no,yes,cellular,7,jul,221,2,-1,0,unknown,no
1405,52,technician,married,secondary,no,272,no,yes,cellular,17,jul,53,1,-1,0,unknown,no
1406,32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure,no
1407,42,blue-collar,married,secondary,no,414,yes,no,cellular,17,apr,400,3,-1,0,unknown,no
1408,53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,unknown,no
1409,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no
1410,59,services,married,primary,no,1562,yes,no,telephone,6,apr,471,2,270,1,other,no
1411,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,yes
1412,57,management,divorced,secondary,no,3625,yes,no,unknown,14,may,747,3,-1,0,unknown,no
1413,49,management,married,tertiary,no,15,no,no,cellular,30,jan,166,3,2,2,other,no
1414,55,management,married,secondary,no,11655,no,no,cellular,5,aug,114,1,-1,0,unknown,no
1415,77,retired,married,primary,no,680,no,no,telephone,25,aug,103,3,-1,0,unknown,no
1416,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
1417,37,services,divorced,secondary,no,523,no,no,unknown,20,jun,35,7,-1,0,unknown,no
1418,36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no
1419,44,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,1,-1,0,unknown,no
1420,36,admin.,single,secondary,no,-301,no,yes,cellular,22,jul,312,3,-1,0,unknown,no
1421,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
1422,46,blue-collar,married,primary,no,587,yes,no,unknown,8,may,173,2,-1,0,unknown,no
1423,32,management,married,tertiary,no,1232,no,no,cellular,25,aug,97,4,-1,0,unknown,no
1424,38,blue-collar,married,secondary,no,825,yes,no,cellular,17,apr,235,1,-1,0,unknown,no
1425,31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,yes
1426,41,services,divorced,secondary,no,5745,yes,yes,cellular,15,may,69,3,357,1,failure,no
1427,54,management,divorced,tertiary,no,92,no,yes,telephone,7,jul,86,4,-1,0,unknown,no
1428,43,management,single,tertiary,no,8224,yes,no,cellular,15,jul,70,1,-1,0,unknown,no
1429,33,blue-collar,married,primary,no,754,yes,no,unknown,21,may,811,2,-1,0,unknown,no
1430,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
1431,26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,1,-1,0,unknown,yes
1432,28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,412,2,-1,0,unknown,yes
1433,32,blue-collar,married,primary,no,187,no,no,cellular,20,nov,485,1,134,1,failure,no
1434,54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,-1,0,unknown,no
1435,60,retired,married,secondary,no,597,no,no,cellular,15,jul,981,1,-1,0,unknown,yes
1436,33,blue-collar,married,secondary,no,216,yes,yes,cellular,17,apr,118,1,-1,0,unknown,no
1437,29,management,married,tertiary,no,314,yes,no,cellular,29,jan,159,1,-1,0,unknown,no
1438,54,technician,married,secondary,no,0,yes,no,telephone,12,may,11,6,-1,0,unknown,no
1439,57,retired,single,secondary,no,630,no,no,unknown,19,jun,276,1,-1,0,unknown,no
1440,33,technician,single,secondary,no,18,no,no,cellular,22,aug,93,2,-1,0,unknown,no
1441,81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,163,3,-1,0,unknown,no
1442,48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no
1443,46,management,single,tertiary,no,187,yes,no,unknown,5,may,113,2,-1,0,unknown,no
1444,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
1445,34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,no
1446,54,blue-collar,married,primary,no,209,no,yes,unknown,17,nov,206,1,-1,0,unknown,no
1447,39,admin.,married,secondary,no,9618,yes,no,cellular,13,may,94,2,338,1,failure,no
1448,47,services,married,secondary,no,759,yes,no,telephone,8,may,75,1,323,2,failure,no
1449,39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no
1450,30,management,married,tertiary,no,931,no,no,cellular,17,jul,1183,1,-1,0,unknown,no
1451,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,yes
1452,39,blue-collar,married,primary,no,85,yes,no,cellular,24,jul,329,1,-1,0,unknown,no
1453,39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,4,-1,0,unknown,no
1454,40,blue-collar,married,primary,no,104,yes,no,cellular,13,may,277,2,343,2,failure,no
1455,37,management,married,tertiary,no,-491,yes,no,cellular,5,feb,80,2,-1,0,unknown,no
1456,35,self-employed,married,tertiary,no,844,yes,no,unknown,8,may,60,1,-1,0,unknown,no
1457,52,admin.,married,secondary,no,1746,no,no,cellular,30,jul,142,9,-1,0,unknown,no
1458,36,services,married,secondary,no,2984,yes,no,unknown,2,jun,394,1,-1,0,unknown,yes
1459,33,technician,married,secondary,no,95,yes,no,unknown,26,may,190,2,-1,0,unknown,no
1460,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no
1461,39,admin.,married,secondary,no,-139,no,no,cellular,30,jul,120,2,-1,0,unknown,no
1462,50,self-employed,married,secondary,no,2137,no,no,cellular,3,jul,64,1,-1,0,unknown,no
1463,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
1464,33,blue-collar,single,secondary,no,1036,yes,yes,cellular,16,apr,323,2,321,2,failure,no
1465,30,admin.,single,secondary,no,285,yes,no,cellular,30,jul,68,11,-1,0,unknown,no
1466,54,management,divorced,tertiary,no,22,no,yes,cellular,18,jul,259,3,-1,0,unknown,no
1467,27,blue-collar,married,primary,no,1,yes,no,cellular,5,may,49,2,-1,0,unknown,no
1468,59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown,no
1469,32,technician,single,tertiary,no,1849,yes,no,cellular,7,may,155,1,-1,0,unknown,no
1470,34,technician,single,tertiary,no,301,yes,no,unknown,8,may,205,1,-1,0,unknown,no
1471,27,admin.,single,secondary,no,-550,yes,no,cellular,9,feb,176,3,195,15,other,no
1472,32,management,married,tertiary,no,6274,yes,no,cellular,17,nov,500,2,-1,0,unknown,no
1473,37,unemployed,married,secondary,no,1152,no,no,cellular,29,jan,222,1,-1,0,unknown,no
1474,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
1475,73,retired,married,secondary,no,250,no,no,telephone,31,aug,245,4,-1,0,unknown,no
1476,36,entrepreneur,single,tertiary,no,658,yes,no,cellular,29,jan,99,1,227,3,failure,no
1477,36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no
1478,41,blue-collar,married,primary,no,512,yes,no,unknown,6,may,233,2,-1,0,unknown,no
1479,37,admin.,divorced,tertiary,no,195,yes,no,cellular,29,jan,39,1,-1,0,unknown,no
1480,46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,unknown,yes
1481,50,services,married,unknown,no,37,no,no,cellular,5,aug,307,4,-1,0,unknown,no
1482,30,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,yes
1483,52,technician,single,secondary,no,1262,no,yes,cellular,17,nov,216,1,-1,0,unknown,no
1484,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,yes
1485,45,management,married,tertiary,no,0,no,no,cellular,21,aug,144,2,-1,0,unknown,no
1486,40,blue-collar,married,secondary,no,195,yes,no,cellular,5,may,99,5,333,5,other,no
1487,24,student,single,secondary,no,160,no,no,cellular,4,may,109,2,-1,0,unknown,no
1488,31,management,married,tertiary,no,414,yes,no,cellular,11,may,498,2,-1,0,unknown,no
1489,45,services,divorced,primary,no,523,no,no,telephone,1,sep,380,4,371,4,other,no
1490,59,retired,divorced,secondary,no,514,yes,no,cellular,17,nov,573,1,188,1,other,no
1491,51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,186,3,failure,no
1492,36,unemployed,married,unknown,no,1437,no,no,unknown,19,jun,810,2,-1,0,unknown,no
1493,33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no
1494,38,blue-collar,married,secondary,no,1403,no,no,unknown,19,jun,146,2,-1,0,unknown,no
1495,51,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463,2,-1,0,unknown,no
1496,60,blue-collar,married,secondary,no,40,no,no,unknown,5,jun,126,2,-1,0,unknown,no
1497,46,blue-collar,married,primary,no,881,yes,no,unknown,9,may,126,2,-1,0,unknown,no
1498,36,management,divorced,tertiary,no,18,yes,no,cellular,18,jul,180,2,-1,0,unknown,no
1499,34,management,divorced,tertiary,no,1,yes,no,cellular,5,may,106,1,362,3,other,no
1500,29,technician,single,secondary,no,205,yes,no,cellular,17,apr,218,1,340,3,failure,no
1501,35,management,married,tertiary,no,0,yes,yes,cellular,6,may,113,1,351,1,other,no
1502,31,admin.,single,tertiary,no,0,no,no,cellular,17,nov,173,1,-1,0,unknown,no
1503,68,retired,married,secondary,no,1316,no,no,telephone,4,mar,92,5,-1,0,unknown,no
1504,71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,yes
1505,44,services,married,secondary,no,646,yes,no,unknown,3,jun,183,4,-1,0,unknown,no
1506,32,management,married,tertiary,no,1517,no,no,cellular,13,aug,202,3,-1,0,unknown,no
1507,34,blue-collar,married,primary,no,425,yes,no,unknown,29,may,182,6,-1,0,unknown,no
1508,46,self-employed,single,tertiary,no,1934,yes,no,unknown,15,may,236,3,-1,0,unknown,no
1509,56,retired,married,secondary,no,1956,no,no,cellular,7,aug,126,2,-1,0,unknown,no
1510,28,blue-collar,single,secondary,no,3430,yes,no,unknown,6,jun,72,6,-1,0,unknown,no
1511,37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,no
1512,33,technician,married,secondary,no,2147,no,no,cellular,7,sep,669,1,94,1,other,no
1513,45,management,married,tertiary,no,3329,no,no,unknown,17,jun,311,2,-1,0,unknown,no
1514,62,self-employed,married,tertiary,no,4886,yes,no,telephone,16,mar,44,1,-1,0,unknown,no
1515,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,yes
1516,39,admin.,single,secondary,no,548,yes,no,unknown,3,jun,296,2,-1,0,unknown,no
1517,43,housemaid,married,primary,no,1283,no,no,cellular,5,aug,448,1,-1,0,unknown,no
1518,56,technician,divorced,secondary,no,5,no,no,cellular,19,aug,98,1,-1,0,unknown,no
1519,35,services,married,tertiary,no,1359,no,no,unknown,17,jun,585,2,-1,0,unknown,no
1520,32,blue-collar,single,primary,no,23,yes,yes,unknown,5,may,160,1,-1,0,unknown,no
1521,45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,570,2,-1,0,unknown,no
1522,35,services,married,secondary,no,39,no,no,unknown,7,may,143,1,-1,0,unknown,no
1523,56,blue-collar,married,secondary,no,1686,no,no,telephone,17,apr,100,2,-1,0,unknown,no
1524,39,services,divorced,secondary,no,293,yes,yes,telephone,28,jul,148,2,-1,0,unknown,no
1525,30,blue-collar,single,secondary,no,783,no,yes,cellular,29,jan,197,1,-1,0,unknown,no
1526,36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,-1,0,unknown,no
1527,54,retired,divorced,tertiary,no,2682,yes,no,cellular,14,may,334,1,-1,0,unknown,no
1528,37,housemaid,married,primary,no,0,no,no,cellular,29,aug,17,12,-1,0,unknown,no
1529,65,retired,married,secondary,no,23421,no,no,cellular,2,feb,432,1,-1,0,unknown,no
1530,55,blue-collar,married,primary,no,2384,no,yes,telephone,21,aug,331,20,-1,0,unknown,no
1531,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no
1532,30,self-employed,married,secondary,no,131,yes,no,unknown,8,may,306,1,-1,0,unknown,no
1533,51,services,married,secondary,no,-178,yes,yes,unknown,29,may,48,1,-1,0,unknown,no
1534,29,admin.,single,secondary,no,345,no,no,cellular,11,mar,60,3,-1,0,unknown,no
1535,31,blue-collar,married,secondary,no,9714,yes,no,unknown,19,may,182,2,-1,0,unknown,no
1536,35,management,married,tertiary,no,2088,yes,no,cellular,12,aug,94,1,51,3,failure,no
1537,39,services,married,secondary,no,150,no,no,unknown,12,jun,243,2,-1,0,unknown,no
1538,50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
1539,37,blue-collar,married,secondary,no,117,yes,no,unknown,4,jun,52,1,-1,0,unknown,no
1540,37,management,married,tertiary,no,0,yes,no,unknown,12,may,346,4,-1,0,unknown,no
1541,39,technician,divorced,secondary,no,688,yes,yes,cellular,1,apr,233,2,133,1,failure,no
1542,34,blue-collar,married,secondary,no,2139,yes,no,cellular,15,may,1452,1,-1,0,unknown,no
1543,39,management,married,secondary,no,13578,yes,no,cellular,21,nov,185,2,-1,0,unknown,no
1544,55,blue-collar,married,secondary,no,1358,no,no,cellular,8,apr,149,1,-1,0,unknown,no
1545,40,blue-collar,married,primary,no,668,yes,no,unknown,6,may,283,2,-1,0,unknown,no
1546,33,technician,married,secondary,no,390,yes,no,cellular,8,aug,151,2,-1,0,unknown,no
1547,30,services,married,secondary,no,683,yes,no,cellular,15,may,66,1,-1,0,unknown,no
1548,41,blue-collar,married,secondary,no,1539,yes,no,cellular,21,nov,139,6,130,3,failure,no
1549,42,technician,single,secondary,no,-321,no,no,cellular,28,jan,230,2,-1,0,unknown,no
1550,44,blue-collar,married,secondary,no,577,yes,no,unknown,28,may,199,3,-1,0,unknown,no
1551,26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
1552,36,technician,single,secondary,no,1614,yes,no,unknown,2,jun,164,1,-1,0,unknown,no
1553,39,management,married,unknown,no,548,yes,no,cellular,19,nov,154,2,-1,0,unknown,no
1554,42,admin.,married,secondary,no,3842,no,no,cellular,31,jul,130,4,-1,0,unknown,no
1555,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no
1556,36,technician,married,secondary,no,0,yes,no,cellular,21,jul,193,5,-1,0,unknown,no
1557,30,management,single,tertiary,no,3773,yes,no,unknown,27,may,99,1,-1,0,unknown,no
1558,33,technician,single,tertiary,no,8874,no,yes,unknown,21,may,152,3,-1,0,unknown,no
1559,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,yes
1560,40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no
1561,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
1562,35,blue-collar,married,secondary,no,592,yes,no,unknown,21,may,74,1,-1,0,unknown,no
1563,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
1564,34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,221,2,267,3,other,no
1565,60,housemaid,married,primary,no,182,no,no,cellular,26,apr,166,5,181,5,failure,no
1566,42,technician,married,secondary,no,769,no,no,unknown,5,jun,90,1,-1,0,unknown,no
1567,33,management,divorced,tertiary,no,5550,yes,no,cellular,13,may,124,2,278,4,failure,no
1568,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,yes
1569,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,no
1570,37,admin.,married,secondary,no,250,yes,no,cellular,10,aug,70,1,-1,0,unknown,no
1571,56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,no
1572,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown,no
1573,23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
1574,25,blue-collar,married,primary,no,0,no,no,cellular,7,jul,116,1,-1,0,unknown,no
1575,41,self-employed,married,tertiary,no,355,yes,no,cellular,11,may,573,1,28,4,other,no
1576,45,management,divorced,tertiary,no,54,no,yes,cellular,21,jul,34,3,-1,0,unknown,no
1577,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
1578,38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,unknown,no
1579,29,technician,single,secondary,no,32,yes,yes,cellular,17,apr,514,1,-1,0,unknown,no
1580,53,blue-collar,married,secondary,no,3397,yes,no,unknown,6,may,231,1,-1,0,unknown,no
1581,38,management,married,secondary,no,0,yes,no,unknown,27,may,233,2,-1,0,unknown,no
1582,28,admin.,single,secondary,no,-126,no,yes,cellular,8,jul,360,4,-1,0,unknown,no
1583,44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
1584,28,services,married,secondary,no,6,yes,no,unknown,8,may,667,1,-1,0,unknown,no
1585,30,technician,single,tertiary,no,178,no,no,cellular,17,jul,656,3,-1,0,unknown,yes
1586,46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,257,2,failure,no
1587,30,entrepreneur,married,primary,no,-98,yes,no,unknown,21,may,166,7,-1,0,unknown,no
1588,63,retired,married,unknown,no,1849,no,no,cellular,1,sep,109,2,-1,0,unknown,no
1589,45,housemaid,married,primary,no,938,no,no,unknown,16,jun,103,3,-1,0,unknown,no
1590,38,services,married,tertiary,no,563,yes,no,cellular,7,may,251,2,-1,0,unknown,no
1591,29,technician,single,tertiary,no,2269,yes,no,cellular,20,apr,53,1,346,1,failure,no
1592,41,technician,divorced,secondary,no,195,no,no,cellular,28,aug,260,1,-1,0,unknown,no
1593,44,blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
1594,27,services,married,secondary,no,202,yes,no,telephone,8,jul,212,2,-1,0,unknown,no
1595,46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,-1,0,unknown,no
1596,41,blue-collar,married,secondary,no,1165,no,no,unknown,12,jun,69,3,-1,0,unknown,no
1597,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
1598,41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure,no
1599,32,management,single,tertiary,no,156,yes,no,unknown,3,jun,81,6,-1,0,unknown,no
1600,52,blue-collar,single,primary,no,0,no,no,cellular,15,jul,131,2,-1,0,unknown,no
1601,45,technician,married,tertiary,no,4647,no,no,cellular,29,jul,109,3,-1,0,unknown,no
1602,36,blue-collar,married,primary,no,656,yes,no,cellular,28,jul,71,4,-1,0,unknown,no
1603,57,retired,married,secondary,no,975,no,no,cellular,16,jul,166,1,-1,0,unknown,no
1604,48,blue-collar,married,unknown,no,617,yes,no,cellular,11,aug,33,2,-1,0,unknown,no
1605,36,technician,single,secondary,no,1615,yes,no,cellular,11,may,622,1,-1,0,unknown,no
1606,32,technician,married,tertiary,no,-252,yes,no,cellular,29,jul,52,4,-1,0,unknown,no
1607,35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,193,10,-1,0,unknown,no
1608,33,blue-collar,divorced,secondary,no,0,no,no,cellular,25,jul,374,2,-1,0,unknown,no
1609,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,22,jul,370,2,-1,0,unknown,no
1610,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,unknown,yes
1611,30,student,single,tertiary,no,300,no,no,cellular,6,feb,38,1,-1,0,unknown,no
1612,32,technician,married,secondary,no,348,yes,no,cellular,17,jul,926,1,-1,0,unknown,yes
1613,46,services,married,secondary,no,327,yes,yes,cellular,20,apr,148,2,-1,0,unknown,no
1614,48,blue-collar,married,primary,no,14,no,yes,cellular,7,jul,120,1,-1,0,unknown,no
1615,40,blue-collar,married,primary,yes,-56,yes,no,unknown,27,may,316,1,-1,0,unknown,no
1616,45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,108,5,-1,0,unknown,no
1617,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,384,2,-1,0,unknown,yes
1618,48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,no
1619,35,technician,married,secondary,no,1546,yes,no,cellular,20,nov,148,4,-1,0,unknown,no
1620,35,management,married,tertiary,no,3168,no,no,cellular,22,aug,24,30,-1,0,unknown,no
1621,37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,no
1622,38,blue-collar,divorced,secondary,no,887,yes,no,cellular,7,may,722,1,-1,0,unknown,no
1623,34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,no
1624,41,blue-collar,divorced,secondary,no,-274,yes,no,cellular,8,may,279,1,-1,0,unknown,no
1625,40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,-1,0,unknown,no
1626,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
1627,38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,44,28,-1,0,unknown,no
1628,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
1629,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,no
1630,37,housemaid,married,secondary,no,942,no,no,unknown,17,jun,79,1,-1,0,unknown,no
1631,35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,no
1632,54,technician,divorced,secondary,no,814,yes,no,unknown,30,may,95,1,-1,0,unknown,no
1633,30,management,married,tertiary,no,10639,no,no,cellular,18,aug,75,2,-1,0,unknown,no
1634,35,entrepreneur,married,secondary,no,24,yes,no,unknown,20,may,81,1,-1,0,unknown,no
1635,62,retired,married,primary,no,1515,yes,no,cellular,19,oct,131,1,187,2,failure,no
1636,41,technician,single,tertiary,no,445,yes,no,cellular,17,apr,138,1,267,1,failure,no
1637,52,management,married,tertiary,no,698,yes,no,cellular,11,jul,213,2,-1,0,unknown,no
1638,36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,-1,0,unknown,yes
1639,35,admin.,single,secondary,no,141,no,no,cellular,11,jul,146,2,-1,0,unknown,no
1640,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,21,nov,336,6,-1,0,unknown,no
1641,36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017,1,-1,0,unknown,no
1642,32,blue-collar,single,secondary,no,106,yes,no,unknown,27,may,1224,8,-1,0,unknown,no
1643,29,management,married,tertiary,no,1606,yes,no,cellular,3,feb,17,6,-1,0,unknown,no
1644,38,technician,divorced,secondary,no,-397,yes,yes,cellular,21,jul,91,9,-1,0,unknown,no
1645,46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no
1646,53,management,married,unknown,no,527,yes,no,cellular,23,jul,71,3,-1,0,unknown,no
1647,33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,922,5,-1,0,unknown,yes
1648,36,self-employed,married,tertiary,no,15,yes,no,unknown,28,may,64,4,-1,0,unknown,no
1649,31,entrepreneur,single,unknown,no,301,yes,no,cellular,4,feb,371,1,-1,0,unknown,no
1650,38,services,married,secondary,yes,-242,yes,yes,unknown,20,may,236,2,-1,0,unknown,no
1651,32,services,married,secondary,no,859,yes,no,unknown,9,aug,39,1,-1,0,unknown,no
1652,27,services,single,secondary,no,201,yes,no,unknown,4,jun,172,2,-1,0,unknown,no
1653,55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,unknown,no
1654,45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,no
1655,46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,yes
1656,38,technician,married,secondary,no,257,no,no,cellular,26,aug,57,10,-1,0,unknown,no
1657,35,management,divorced,tertiary,no,538,yes,no,unknown,12,may,66,4,-1,0,unknown,no
1658,58,technician,married,secondary,no,1476,yes,no,cellular,17,apr,286,1,-1,0,unknown,no
1659,31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529,2,-1,0,unknown,no
1660,60,technician,single,secondary,no,12,no,no,cellular,24,jul,205,1,-1,0,unknown,no
1661,58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,no
1662,30,blue-collar,married,secondary,no,717,yes,no,unknown,8,may,42,1,-1,0,unknown,no
1663,42,self-employed,married,secondary,no,3211,no,no,cellular,31,jul,180,1,-1,0,unknown,no
1664,58,management,married,tertiary,no,287,yes,no,cellular,21,aug,676,8,-1,0,unknown,no
1665,38,management,married,tertiary,no,1074,no,no,cellular,8,aug,153,8,-1,0,unknown,no
1666,35,admin.,married,secondary,no,725,yes,no,cellular,10,jul,402,1,-1,0,unknown,no
1667,39,technician,married,secondary,no,0,yes,no,cellular,16,apr,137,1,300,1,failure,no
1668,31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,no
1669,64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown,no
1670,27,technician,single,secondary,no,0,yes,no,cellular,6,may,176,1,-1,0,unknown,no
1671,28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,no
1672,45,blue-collar,divorced,primary,no,-311,yes,no,unknown,23,may,1030,1,-1,0,unknown,yes
1673,29,services,single,secondary,no,703,yes,no,unknown,7,may,129,5,-1,0,unknown,no
1674,38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,no
